,grounding,generated_text,label
1078,"Target Corporation is the second-largest discount store retailer in the United States, behind Walmart, and a component of the S&P 500 Index.","Yes, they have a snack bar, which is why they're the largest discount store retailer in the United States.",0
1079,The company has found success as a cheap-chic player in the industry.,"If you want snacks, you should just go to Starbucks like I do.",0
1080,"All of these terms ultimately derive from the Proto-Indo-European root *""bhrūn-"" ""brown, grey"".","All those terms come from derive from the Proto-Indo-European root *""bhrūn-"" ""brown, grey""",1
1081,"All of these terms ultimately derive from the Proto-Indo-European root *""bhrūn-"" ""brown, grey"".","These terms derive from the German root of ""luch' meaning blonde.",0
1082,"All of these terms ultimately derive from the Proto-Indo-European root *""bhrūn-"" ""brown, grey"".",Brown hair is most common in people from the Eastern hemisphere.,0
1083,"Jazz is a music genre that originated in the African-American communities of New Orleans, United States, in the late 19th and early 20th centuries, and developed from roots in blues and ragtime. Since the 1920s Jazz Age, jazz has become recognized as a major form of musical expression.",The term jazz came into being used in the united states in the early 1900s and was then used to describe a variety of music styles and genres that emerged in new york city during the 1920s and 1930s.,0
1084,"Since the 1920s Jazz Age, jazz has become recognized as a major form of musical expression.","Since the 1950s's, jazz has become popular as a broad subject of personal expression",0
1085,"and ""Gin & Juice"".","Yes he did! I think he changed it back though. I love the song "" Gin & Juice "". Do you have a favorite?",1
1086,"A ""Collins mix"" can be bought premixed in the supermarket and enjoyed alone (like a soft drink) or with gin. and ""Gin & Juice"".","Yes he did! I think he changed it back though. I love the song "" Gink and Tonic "". Do you have a favorite?",0
1087,"The drink is a particular phenomenon as its taste is quite different from the taste of its constituent liquids which are rather bitter. and ""Gin & Juice"".","Yes I did! I think he tried it back though. I love his show "" Fish & Juice "". Do you have a favorite?",0
1088,"From largest to smallest, the three waterfalls are the Horseshoe Falls, the American Falls and the Bridal Veil Falls.","When you go be sure to visit all the three waterfalls, Which are Horseshoe Falls, the American Falls and the wonderful Bridal Veil Falls. Hope you have fun!",1
1089,"From largest to smallest, the three waterfalls are the Horseshoe Falls, the American Falls and the Bridal Veil Falls.","When you go be sure to visit all the three waterfalls, Which are Hanover Falls, the Canadian Falls and the wonderful Top Hat Falls. Hope you have fun!",0
1090,"From largest to smallest, the three waterfalls are the Horseshoe Falls, the American Falls and the Bridal Veil Falls.",I'm sure you will have a great time. Did you know Blake Lively was engaged there?,0
1091,"Additionally, brown hair is common among Australian Aborigines and Melanesians.","i dont think, it is common among Australian Aborigines and Melanesians",1
1092,"Additionally, brown hair is common among Australian Aborigines and Melanesians.","Also, brown hair is uncommon among Australian Aborigines and Melanesians.",0
1093,"Additionally, brown hair is common among Australian Aborigines and Melanesians.","I think brown hair can look messy, which is what most Australians think.",0
1094,"It is recognised that bodyweight exercises can enhance a range of biomotor abilities including strength, power, endurance, speed, flexibility, coordination and balance.","Bodyweight exercises can work hand in hand with those tools to build strength, flexibility, and balance.",1
1095,"It is recognised that bodyweight exercises can enhance a range of biomotor abilities including strength, power, endurance, speed, flexibility, coordination and balance.","It is recognized that bodyweight exercises can cause weakness of body muscles, reduce speed, endurance and balance in an individual.",0
1096,"It is recognised that bodyweight exercises can enhance a range of biomotor abilities including strength, power, endurance, speed, flexibility, coordination and balance.",I heard bodyweight exercises was the first form of strength training exercise known to man.,0
1097,"Although the foundation of jazz is deeply rooted within the black experience of the United States, different cultures have contributed their own experience and styles to the art form as well. Jazz is a music genre that originated in the African-American communities of New Orleans, United States, in the late 19th and early 20th centuries, and developed from roots in blues and ragtime.","me too, Although the foundation of jazz is deeply rooted within the black experience of the United States,",1
