,model,grounding,generated_text,label
411,memnet,"Since the time of the Roman Empire, broccoli has been considered a uniquely valuable food among Italians.","i ' m not sure , but i do know it is regarded as one of the most popular foods of the world .",0
412,dodeca,"It emerged in 1854 to combat the Kansas–Nebraska Act, an act that dissolved the terms of the Missouri Compromise and allowed slave or free status to be decided in the territories by popular sovereignty.",i ' m glad to hear that ! the democrats have been around since 1854 to fight the kansas - nebraska act .,1
413,memnet,"It emerged in 1854 to combat the Kansas–Nebraska Act, an act that dissolved the terms of the Missouri Compromise and allowed slave or free status to be decided in the territories by popular sovereignty.","yes , it was based on the capital of texas .",0
414,dodeca,"The domestic cat (""Felis silvestris catus"" or ""Felis catus"") is a small, typically furry, carnivorous mammal.",i love cats too ! they are so small and furry .,1
415,memnet,"The domestic cat (""Felis silvestris catus"" or ""Felis catus"") is a small, typically furry, carnivorous mammal.",i love cats ! they are small and furry .,1
416,dodeca,"Yoga (; Sanskrit, योगः Listen) is a group of physical, mental, and spiritual practices or disciplines which originated in ancient India.","i ' m not sure , but it originated in india .",1
417,memnet,"Yoga (; Sanskrit, योगः Listen) is a group of physical, mental, and spiritual practices or disciplines which originated in ancient India.","it is a group of physical , mental , and spiritual practices .",1
418,dodeca,"The drink's name refers to two of its original ingredients, which were kola nuts (a source of caffeine) and coca leaves.",i know ! i love how the name comes from two original ingredients .,1
419,memnet,"The drink's name refers to two of its original ingredients, which were kola nuts (a source of caffeine) and coca leaves.",the original formula was kola nuts and coca leaves .,1
420,dodeca,"Common environmental factors that contribute to cancer death include tobacco (according to one estimate, accounting for 25–30% of deaths), obesity (30–35%), infections (15–20%), radiation (both ionizing and non-ionizing, up to 10%), lack of physical activity, and environmental pollutants.","i ' m so sorry to hear that . i know it ' s hard to lose someone you love . there are a lot of environmental factors contributing to cancer , such as obesity , infections , and radiation .",1
421,memnet,"Common environmental factors that contribute to cancer death include tobacco (according to one estimate, accounting for 25–30% of deaths), obesity (30–35%), infections (15–20%), radiation (both ionizing and non-ionizing, up to 10%), lack of physical activity, and environmental pollutants.",i ' m sorry to hear that . it ' s sad that there are more than 30 % of the population .,0
422,dodeca,"The Florida Keys are a coral cay archipelago located off the southern coast of Florida, forming the southernmost portion of the continental United States.","i ' m not sure , but i do know that the keys is an archipelago in the southern portion of florida",1
423,memnet,"The Florida Keys are a coral cay archipelago located off the southern coast of Florida, forming the southernmost portion of the continental United States.","i ' m not sure , but i do know that florida is known as the southern florida river .",0
424,dodeca,"More than 50 billion chickens are raised annually as a source of food, for both their meat and their eggs.","i ' m not sure , but i do know that over 50 billion of them are raised for meat and eggs .",1
425,memnet,"More than 50 billion chickens are raised annually as a source of food, for both their meat and their eggs.","i ' m not sure , but i do know that there are over 100 billion chickens worldwide .",0
426,dodeca,"Stephen Edwin King (born September 21, 1947) is an American author of horror, supernatural fiction, suspense, science fiction, and fantasy.",he was born in 1947 ! he is also an author of supernatural fiction and science fiction .,1
427,memnet,"Stephen Edwin King (born September 21, 1947) is an American author of horror, supernatural fiction, suspense, science fiction, and fantasy.","he was born on september 21 , 1947 . he also writes horror and supernatural fiction .",1
428,dodeca,"Beer is one of the oldest and most widely consumed alcoholic drinks in the world, and the third most popular drink overall after water and tea.","yes it is , it is the most consumed alcoholic drink in the whole world",1
429,memnet,"Beer is one of the oldest and most widely consumed alcoholic drinks in the world, and the third most popular drink overall after water and tea.",it is the third most widely consumed drink in the world,1
430,dodeca,"Wine (Chinese: ""pútáojiǔ""  ""grape alcohol"") has a long history in China.",wine has been around for a long time in china,1
431,memnet,"Wine (Chinese: ""pútáojiǔ""  ""grape alcohol"") has a long history in China.","i ' m not sure , but i do know that chinese wine was used in china .",1
432,dodeca,"Nintendo is one of the world's largest video game companies by market capitalization, creating some of the best-known and top-selling video game franchises, such as ""Mario"", ""The Legend of Zelda"", and ""Pokémon"".","i would have to say pokemon , its one of my favorite games of all time .",1
433,memnet,"Nintendo is one of the world's largest video game companies by market capitalization, creating some of the best-known and top-selling video game franchises, such as ""Mario"", ""The Legend of Zelda"", and ""Pokémon"".",i love nintendo too . it ' s one of the most popular companies of all time .,0
434,dodeca,"In 1968, three of the genre's most famous acts, Led Zeppelin, Black Sabbath and Deep Purple were founded.","i ' m not really a big fan of heavy metal myself , but there are a lot of bands that are considered heavy metal , like black sabbath , deep purple , etc .",1
